"matricula";"ano_matriculacion";"color";"num_plazas";"km";"marca";"modelo";"categoria";"tipo_combustible"
"QBK9231";"2017";"ROJO";"7";"43110.00000";"Volkswagen";"Scirocco";"MONOVOLÚMENES";"HÍBRIDO"
"RQA2171";"2011";"ROJO";"5";"44252.00000";"Volkswagen";"Scirocco";"FAMILIAR";"HÍBRIDO"
"KLB0942";"2001";"ROJO";"5";"27958.00000";"Volkswagen";"Scirocco";"MONOVOLÚMENES";"DIESEL"
"TYK2996";"2009";"ROJO";"7";"85990.00000";"Volkswagen";"Scirocco";"MONOVOLÚMENES";"GASOLINA"
"TBA9649";"2009";"ROJO";"5";"8079.00000";"Volkswagen";"Scirocco";"LUJO";"DIESEL"
"PXS9258";"2012";"ROJO";"5";"91875.00000";"Volkswagen";"Scirocco";"ECONÓMICA";"HÍBRIDO"
"PPC7493";"2014";"ROJO";"5";"95805.00000";"Volkswagen";"Passat Cc";"MONOVOLÚMENES";"GLP"
"ESY6212";"2008";"ROJO";"5";"82769.00000";"Volkswagen";"Passat Cc";"MEDIANA";"GLP"
"ZOX8252";"2004";"ROJO";"5";"65710.00000";"Volkswagen";"Amarok";"SUV";"ELÉCTRICO"
"URA1489";"2016";"ROJO";"5";"63549.00000";"Volkswagen";"Amarok";"SUV";"HIDRÓGENO"
"YDT3559";"2001";"ROJO";"5";"51068.00000";"Volkswagen";"Amarok";"COMPACTA";"HIDRÓGENO"
"GOC7210";"2005";"ROJO";"7";"91070.00000";"Volkswagen";"Amarok";"MONOVOLÚMENES";"GASOLINA"
"RVC1107";"2001";"ROJO";"5";"83823.00000";"Volkswagen";"Amarok";"MEDIANA";"HIDRÓGENO"
"YPB6780";"2014";"ROJO";"5";"5856.00000";"Volkswagen";"Amarok";"LUJO";"ELÉCTRICO"
"FXT1467";"2018";"ROJO";"7";"23299.00000";"Volkswagen";"Amarok";"MONOVOLÚMENES";"GASOLINA"
"TKT5321";"2006";"ROJO";"7";"47003.00000";"Volkswagen";"Amarok";"MONOVOLÚMENES";"HÍBRIDO"
"NJI5451";"2007";"ROJO";"5";"5460.00000";"Volkswagen";"Beetle";"LUJO";"HÍBRIDO"
"ISQ1519";"2005";"ROJO";"5";"90463.00000";"Volkswagen";"Beetle";"ECONÓMICA";"HIDRÓGENO"
"QYT9420";"2006";"ROJO";"5";"94368.00000";"Volkswagen";"Beetle";"MINI";"GASOLINA"
"ZEA5297";"2019";"ROJO";"5";"69277.00000";"Volkswagen";"Beetle";"DESCAPOTABLES";"GLP"
"DNI0297";"2019";"ROJO";"7";"91717.00000";"Volkswagen";"Beetle";"MONOVOLÚMENES";"DIESEL"
"LQT8884";"2011";"ROJO";"7";"35206.00000";"Volkswagen";"Beetle";"MONOVOLÚMENES";"GLP"
"CDM9188";"2007";"ROJO";"5";"27064.00000";"Volkswagen";"Beetle";"MINI";"GASOLINA"
"FHS8055";"2000";"ROJO";"5";"72551.00000";"Volkswagen";"Up";"LUJO";"HÍBRIDO"
"XZE1035";"2012";"ROJO";"5";"23135.00000";"Volkswagen";"Up";"ECONÓMICA";"GLP"
"PKG0476";"2013";"ROJO";"5";"94337.00000";"Volkswagen";"Up";"MINI";"GASOLINA"
"PDY2427";"2003";"ROJO";"5";"9534.00000";"Volkswagen";"Up";"FAMILIAR";"GLP"
"WDA8866";"2001";"ROJO";"5";"50878.00000";"Volkswagen";"Cc";"MEDIANA";"HIDRÓGENO"
"WKN4341";"2013";"ROJO";"5";"26425.00000";"Volkswagen";"Cc";"MINI";"ELÉCTRICO"
"GKF1029";"2017";"ROJO";"5";"10917.00000";"Volkswagen";"Cc";"FAMILIAR";"HIDRÓGENO"
"ZBJ7292";"2019";"ROJO";"5";"2805.00000";"Volkswagen";"Cc";"DESCAPOTABLES";"GLP"
"OZD8675";"2008";"ROJO";"5";"28658.00000";"Volkswagen";"Cc";"MONOVOLÚMENES";"DIESEL"
"RSM3218";"2011";"ROJO";"5";"13638.00000";"Volkswagen";"Cc";"MEDIANA";"ELÉCTRICO"
"KVX1694";"2012";"ROJO";"5";"36710.00000";"Volkswagen";"Cc";"DESCAPOTABLES";"GLP"
"WNX0369";"2016";"ROJO";"5";"41932.00000";"Volkswagen";"Cc";"LUJO";"DIESEL"
"OTA8061";"2012";"ROJO";"5";"36530.00000";"Volvo";"440";"DESCAPOTABLES";"GLP"
"OMP5915";"2008";"ROJO";"9";"83468.00000";"Volvo";"440";"MONOVOLÚMENES";"ELÉCTRICO"
"TJQ1001";"2018";"ROJO";"5";"44396.00000";"Volvo";"440";"FAMILIAR";"HIDRÓGENO"
"NSB2844";"2019";"ROJO";"5";"69676.00000";"Volvo";"440";"DESCAPOTABLES";"GLP"
"PNV5238";"2009";"ROJO";"5";"76050.00000";"Volvo";"440";"LUJO";"GN"
"SXJ1675";"2012";"ROJO";"5";"46967.00000";"Volvo";"440";"FAMILIAR";"ELÉCTRICO"
"PYU1158";"2016";"ROJO";"5";"32528.00000";"Volvo";"440";"SUV";"HÍBRIDO"
"YUF7810";"2018";"ROJO";"5";"91572.00000";"Volvo";"440";"ECONÓMICA";"HIDRÓGENO"
"PWO3618";"2016";"ROJO";"5";"55549.00000";"Volvo";"440";"ECONÓMICA";"DIESEL"
"CXE2505";"2013";"ROJO";"5";"70551.00000";"Volvo";"850";"DESCAPOTABLES";"GLP"
"SPS9108";"2016";"ROJO";"5";"53853.00000";"Volvo";"850";"COMPACTA";"ELÉCTRICO"
"QNR8075";"2008";"ROJO";"5";"29700.00000";"Volvo";"850";"MONOVOLÚMENES";"GLP"
"OPJ9761";"2002";"ROJO";"5";"30494.00000";"Volvo";"850";"MONOVOLÚMENES";"GLP"
"SKV1054";"2008";"ROJO";"5";"6543.00000";"Volvo";"850";"LUJO";"ELÉCTRICO"
"HCR1657";"2018";"ROJO";"5";"90905.00000";"Volvo";"850";"ECONÓMICA";"HIDRÓGENO"
"FDD2467";"2014";"ROJO";"7";"82039.00000";"Volvo";"850";"MONOVOLÚMENES";"ELÉCTRICO"
"DEO3931";"2007";"ROJO";"5";"96004.00000";"Volvo";"850";"MONOVOLÚMENES";"GN"
"JUV8592";"2009";"ROJO";"5";"54824.00000";"Volvo";"850";"COMPACTA";"GASOLINA"
"LKQ1010";"2005";"ROJO";"5";"68655.00000";"Volvo";"850";"DESCAPOTABLES";"DIESEL"
"MXB6109";"2012";"ROJO";"5";"36834.00000";"Volvo";"850";"DESCAPOTABLES";"GLP"
"HXP3787";"2002";"ROJO";"7";"85310.00000";"Volvo";"S70";"MONOVOLÚMENES";"ELÉCTRICO"
"TWB6152";"2014";"AZUL";"5";"61606.00000";"Suzuki";"Maruti";"FAMILIAR";"GLP"
"MGU3100";"2017";"AZUL";"5";"23253.00000";"Suzuki";"Maruti";"LUJO";"HIDRÓGENO"
"QYW5867";"2011";"AZUL";"5";"78622.00000";"Suzuki";"Maruti";"MONOVOLÚMENES";"ELÉCTRICO"
"INO3839";"2014";"AZUL";"5";"61876.00000";"Suzuki";"Maruti";"FAMILIAR";"GLP"
"SXI1096";"2017";"AZUL";"7";"67283.00000";"Suzuki";"Maruti";"MONOVOLÚMENES";"ELÉCTRICO"
"GTZ7527";"2015";"AZUL";"5";"64596.00000";"Suzuki";"Maruti";"MEDIANA";"HÍBRIDO"
"NCY4283";"2002";"AZUL";"7";"19955.00000";"Suzuki";"Maruti";"MONOVOLÚMENES";"HIDRÓGENO"
"AAC5060";"2007";"AZUL";"7";"62363.00000";"Suzuki";"Swift";"MONOVOLÚMENES";"HÍBRIDO"
"SIO8264";"2004";"AZUL";"5";"69235.00000";"Suzuki";"Swift";"COMPACTA";"GLP"
"PUD4408";"2001";"AZUL";"5";"62473.00000";"Suzuki";"Swift";"FAMILIAR";"GLP"
"QEY2243";"2011";"AZUL";"5";"24753.00000";"Suzuki";"Swift";"LUJO";"HÍBRIDO"
"XQL3488";"2017";"AZUL";"5";"76539.00000";"Suzuki";"Swift";"MINI";"HIDRÓGENO"
"DPR5656";"2010";"AZUL";"5";"45541.00000";"Suzuki";"Vitara";"MONOVOLÚMENES";"ELÉCTRICO"
"XRR3618";"2008";"AZUL";"5";"40504.00000";"Suzuki";"Vitara";"ECONÓMICA";"GASOLINA"
"LRY8939";"2014";"AZUL";"5";"39717.00000";"Suzuki";"Vitara";"ECONÓMICA";"GASOLINA"
"WLM1246";"2014";"AZUL";"5";"38817.00000";"Suzuki";"Vitara";"COMPACTA";"ELÉCTRICO"
"YDW1018";"2008";"AZUL";"7";"18360.00000";"Suzuki";"Vitara";"MONOVOLÚMENES";"GLP"
"CNK4721";"2007";"AZUL";"5";"83961.00000";"Suzuki";"Vitara";"SUV";"HÍBRIDO"
"OSU9192";"2006";"AZUL";"5";"3903.00000";"Suzuki";"Vitara";"COMPACTA";"HÍBRIDO"
"XDA6047";"2008";"AZUL";"5";"8317.00000";"Suzuki";"Vitara";"ECONÓMICA";"GLP"
"AJR4810";"2015";"AZUL";"5";"64111.00000";"Suzuki";"Vitara";"MEDIANA";"HÍBRIDO"
"XWR7698";"2020";"AZUL";"5";"37306.00000";"Suzuki";"Baleno";"COMPACTA";"HIDRÓGENO"
"DDI3393";"2018";"AZUL";"5";"57105.00000";"Suzuki";"Baleno";"LUJO";"HIDRÓGENO"
"EDC2813";"2007";"AZUL";"5";"84817.00000";"Suzuki";"Baleno";"SUV";"HÍBRIDO"
"OBN5104";"2009";"AZUL";"5";"88639.00000";"Suzuki";"Baleno";"DESCAPOTABLES";"GLP"
"TKQ1494";"2004";"AZUL";"5";"69735.00000";"Suzuki";"Baleno";"COMPACTA";"HIDRÓGENO"
"DHD8525";"2017";"AZUL";"5";"69104.00000";"Suzuki";"Samurai";"COMPACTA";"GLP"
"UXF3101";"2004";"AZUL";"5";"56034.00000";"Suzuki";"Samurai";"LUJO";"GLP"
"CSH4096";"2007";"AZUL";"5";"83333.00000";"Suzuki";"Samurai";"SUV";"HIDRÓGENO"
"TBD5381";"2010";"AZUL";"7";"132.00000";"Suzuki";"Samurai";"MONOVOLÚMENES";"ELÉCTRICO"
"JLD4671";"2011";"AZUL";"5";"69610.00000";"Suzuki";"Alto";"COMPACTA";"GLP"
"TUS3237";"2015";"AZUL";"5";"96505.00000";"Suzuki";"Alto";"FAMILIAR";"GLP"
"CPS7543";"2011";"AZUL";"5";"24452.00000";"Suzuki";"Alto";"LUJO";"HÍBRIDO"
"RWJ2846";"2013";"AZUL";"7";"38315.00000";"Suzuki";"Alto";"MONOVOLÚMENES";"GASOLINA"
"KUQ8314";"2016";"AZUL";"5";"66556.00000";"Suzuki";"Wagon R";"MEDIANA";"ELÉCTRICO"
"WSY5970";"2019";"AZUL";"5";"35616.00000";"Suzuki";"Wagon R";"COMPACTA";"GN"
"BQY8277";"2011";"AZUL";"5";"56474.00000";"Suzuki";"Wagon R";"LUJO";"GLP"
"OQN6565";"2017";"AZUL";"5";"510.00000";"Suzuki";"Wagon R";"MEDIANA";"GASOLINA"
"EZK0108";"2007";"AZUL";"7";"28727.00000";"Suzuki";"Wagon R";"MONOVOLÚMENES";"HÍBRIDO"
"VAP0222";"2005";"AZUL";"9";"49048.00000";"Suzuki";"Wagon R";"MONOVOLÚMENES";"GLP"
"VND0723";"2015";"AZUL";"5";"86655.00000";"Suzuki";"Wagon R";"DESCAPOTABLES";"ELÉCTRICO"
"OVN1139";"2014";"AZUL";"5";"61519.00000";"Suzuki";"Jimny";"FAMILIAR";"DIESEL"
"JXK3410";"2000";"AZUL";"5";"38865.00000";"Suzuki";"Jimny";"COMPACTA";"HÍBRIDO"
"UQX6375";"2009";"AZUL";"5";"19624.00000";"Suzuki";"Jimny";"DESCAPOTABLES";"ELÉCTRICO"
"MGU3148";"2017";"AZUL";"5";"68499.00000";"Suzuki";"Jimny";"MEDIANA";"DIESEL"
"NNZ3741";"2008";"AZUL";"5";"95992.00000";"Suzuki";"Jimny";"FAMILIAR";"GLP"
"YDU5314";"2016";"AZUL";"5";"43615.00000";"Suzuki";"Jimny";"ECONÓMICA";"HIDRÓGENO"
"VTI3571";"2008";"AZUL";"5";"18598.00000";"Suzuki";"Jimny";"SUV";"HÍBRIDO"
"PJD4919";"2006";"AZUL";"5";"82733.00000";"Suzuki";"Grand Vitara";"SUV";"GLP"
"TYK2711";"2008";"AZUL";"5";"95063.00000";"Suzuki";"Grand Vitara";"FAMILIAR";"DIESEL"
"LQU1942";"2018";"AZUL";"5";"47422.00000";"Suzuki";"Grand Vitara";"MONOVOLÚMENES";"GASOLINA"
"OVP4299";"2013";"AZUL";"5";"37816.00000";"Suzuki";"Grand Vitara";"COMPACTA";"HIDRÓGENO"
"UQT8879";"2010";"AZUL";"5";"21652.00000";"Suzuki";"Grand Vitara";"DESCAPOTABLES";"DIESEL"
"LAS5469";"2009";"AZUL";"5";"20972.00000";"Suzuki";"Grand Vitara";"DESCAPOTABLES";"GASOLINA"
"GKG1557";"2003";"AZUL";"7";"99382.00000";"Suzuki";"Ignis";"MONOVOLÚMENES";"ELÉCTRICO"
"MSG1713";"2011";"AZUL";"5";"55498.00000";"Suzuki";"Ignis";"DESCAPOTABLES";"GN"
"QEA6101";"2004";"AZUL";"5";"23017.00000";"Suzuki";"Ignis";"DESCAPOTABLES";"GLP"
"GZC5310";"2019";"AZUL";"5";"27056.00000";"Suzuki";"Ignis";"LUJO";"ELÉCTRICO"
"YIW4410";"2008";"AZUL";"5";"41800.00000";"Suzuki";"Ignis";"ECONÓMICA";"DIESEL"
"WLS1538";"2005";"AZUL";"5";"79245.00000";"Suzuki";"Ignis";"MINI";"HÍBRIDO"
"FAL2776";"2019";"AZUL";"5";"49714.00000";"Suzuki";"Ignis";"SUV";"GLP"
"WFM8643";"2002";"AZUL";"5";"88693.00000";"Suzuki";"Ignis";"DESCAPOTABLES";"DIESEL"
"GIY8195";"2013";"AZUL";"5";"82657.00000";"Suzuki";"Ignis";"SUV";"GN"
"PBN4494";"2003";"AZUL";"5";"76789.00000";"Suzuki";"Ignis";"ECONÓMICA";"GLP"
"YRM4716";"2015";"AZUL";"5";"9881.00000";"Suzuki";"Ignis";"ECONÓMICA";"GLP"
"QRN5069";"2014";"AZUL";"5";"84711.00000";"Suzuki";"Ignis";"SUV";"HIDRÓGENO"
"ROT1335";"2008";"AZUL";"7";"95253.00000";"Suzuki";"Ignis";"MONOVOLÚMENES";"HÍBRIDO"
"VAO8397";"2020";"AZUL";"5";"60253.00000";"Suzuki";"Liana";"LUJO";"ELÉCTRICO"
"DEO2447";"2007";"AZUL";"5";"16015.00000";"Suzuki";"Liana";"SUV";"GN"
"FJG1717";"2020";"AZUL";"5";"28100.00000";"Suzuki";"Liana";"FAMILIAR";"GASOLINA"
"UZP1021";"2000";"AZUL";"5";"29700.00000";"Suzuki";"Liana";"FAMILIAR";"GLP"
"SET1511";"2004";"AZUL";"7";"55326.00000";"Suzuki";"Liana";"MONOVOLÚMENES";"HIDRÓGENO"
"WSZ7696";"2005";"AZUL";"5";"35734.00000";"Suzuki";"Liana";"MEDIANA";"GN"
"VLW9848";"2013";"AZUL";"5";"5071.00000";"Suzuki";"Liana";"COMPACTA";"HIDRÓGENO"
"DHY8441";"2010";"AZUL";"5";"235.00000";"Suzuki";"Grand Vitara Xl7";"MEDIANA";"ELÉCTRICO"
"KQV3831";"2007";"AZUL";"7";"39804.00000";"Suzuki";"Grand Vitara Xl7";"MONOVOLÚMENES";"GASOLINA"
"AWE4355";"2001";"AZUL";"5";"16830.00000";"Suzuki";"Grand Vitara Xl7";"SUV";"GLP"
"AAX5795";"2017";"AZUL";"5";"23334.00000";"Suzuki";"Grand Vitara Xl7";"DESCAPOTABLES";"GLP"
"SWH8251";"2016";"AZUL";"5";"43694.00000";"Suzuki";"Grand Vitara Xl7";"ECONÓMICA";"GLP"
"LTJ5625";"2018";"AZUL";"5";"69952.00000";"Suzuki";"Grand Vitara Xl7";"COMPACTA";"GLP"
"OEF5983";"2007";"AZUL";"7";"84812.00000";"Suzuki";"Grand Vitara Xl7";"MONOVOLÚMENES";"GLP"
"OJA0132";"2006";"AZUL";"5";"28168.00000";"Suzuki";"Sx4";"FAMILIAR";"GASOLINA"
"JQB4106";"2014";"AZUL";"5";"84042.00000";"Suzuki";"Sx4";"SUV";"GLP"
"RFD0769";"2014";"AZUL";"5";"15875.00000";"Suzuki";"Sx4";"SUV";"DIESEL"
"YGN8526";"2002";"AZUL";"5";"88035.00000";"Suzuki";"Sx4";"DESCAPOTABLES";"GASOLINA"
"JWG6414";"2012";"AZUL";"5";"2957.00000";"Suzuki";"Sx4";"MEDIANA";"GN"
"ESA1089";"2020";"AZUL";"5";"28375.00000";"Suzuki";"Splash";"FAMILIAR";"GASOLINA"
"FXZ1558";"2008";"AZUL";"5";"18084.00000";"Suzuki";"Splash";"SUV";"HIDRÓGENO"
"UPT9431";"2017";"AZUL";"5";"45312.00000";"Suzuki";"Splash";"MINI";"HIDRÓGENO"
"KQC4106";"2002";"AZUL";"5";"87143.00000";"Suzuki";"Splash";"DESCAPOTABLES";"ELÉCTRICO"
"SEV6553";"2018";"AZUL";"5";"57587.00000";"Suzuki";"Kizashi";"DESCAPOTABLES";"GLP"
"WDB9242";"2002";"AZUL";"7";"41929.00000";"Suzuki";"Kizashi";"MONOVOLÚMENES";"GASOLINA"
"GYW5106";"2003";"AZUL";"9";"90010.00000";"Suzuki";"Kizashi";"MONOVOLÚMENES";"HIDRÓGENO"
"LME4342";"2018";"AZUL";"5";"48355.00000";"Suzuki";"Kizashi";"MONOVOLÚMENES";"GASOLINA"
"JTQ9590";"2007";"AZUL";"5";"15438.00000";"Suzuki";"Kizashi";"MONOVOLÚMENES";"GASOLINA"
"XTC2985";"2016";"AZUL";"9";"75847.00000";"Suzuki";"Kizashi";"MONOVOLÚMENES";"GASOLINA"
"FAL1317";"2004";"AZUL";"7";"69068.00000";"Talbot";"Samba";"MONOVOLÚMENES";"ELÉCTRICO"
"HSS4093";"2019";"AZUL";"5";"4368.00000";"Talbot";"Samba";"COMPACTA";"GLP"
"HUB9227";"2020";"AZUL";"5";"60643.00000";"Talbot";"Samba";"LUJO";"ELÉCTRICO"
"MFP3943";"2011";"AZUL";"5";"1932.00000";"Talbot";"Samba";"MEDIANA";"GASOLINA"
"PHO0374";"2015";"AZUL";"5";"19032.00000";"Talbot";"Tagora";"SUV";"HIDRÓGENO"
"LYJ1279";"2010";"AZUL";"5";"45427.00000";"Talbot";"Tagora";"MINI";"HIDRÓGENO"
"JZS7543";"2006";"AZUL";"5";"83371.00000";"Talbot";"Tagora";"SUV";"GN"
"ODB8188";"2013";"AZUL";"5";"82417.00000";"Talbot";"Tagora";"MONOVOLÚMENES";"GASOLINA"
"MMW1029";"2001";"AZUL";"5";"16703.00000";"Talbot";"Tagora";"SUV";"GN"
"THF2572";"2018";"AZUL";"7";"47887.00000";"Talbot";"Tagora";"MONOVOLÚMENES";"GN"
"NLS1507";"2007";"AZUL";"5";"38787.00000";"Talbot";"Solara";"COMPACTA";"HIDRÓGENO"
"SPX7810";"2020";"AZUL";"5";"5952.00000";"Talbot";"Solara";"COMPACTA";"HIDRÓGENO"
"NDF6431";"2016";"AZUL";"5";"75737.00000";"Talbot";"Solara";"ECONÓMICA";"GASOLINA"
"BOP3939";"2014";"AZUL";"5";"15970.00000";"Talbot";"Solara";"MONOVOLÚMENES";"GASOLINA"
"NBQ1508";"2001";"AZUL";"7";"86437.00000";"Talbot";"Solara";"MONOVOLÚMENES";"GLP"
"NEG8452";"2009";"AZUL";"5";"96915.00000";"Talbot";"Solara";"FAMILIAR";"GN"
"LUQ7905";"2013";"AZUL";"5";"61368.00000";"Talbot";"Horizon";"LUJO";"ELÉCTRICO"
"CVX9101";"2014";"AZUL";"5";"39907.00000";"Talbot";"Horizon";"COMPACTA";"HÍBRIDO"
"QAG1898";"2008";"AZUL";"5";"95889.00000";"Talbot";"Horizon";"FAMILIAR";"GASOLINA"
"HZC5449";"2006";"AZUL";"5";"35985.00000";"Tata";"Telcosport";"MEDIANA";"GASOLINA"
"QEX1885";"2005";"AZUL";"5";"57877.00000";"Tata";"Telcosport";"DESCAPOTABLES";"GLP"
"LAU9067";"2015";"AZUL";"5";"19132.00000";"Tata";"Telcosport";"SUV";"HIDRÓGENO"
"TKT5584";"2011";"AZUL";"5";"2762.00000";"Tata";"Telcosport";"MEDIANA";"GASOLINA"
"MXA4810";"2015";"AZUL";"5";"65436.00000";"Tata";"Telco";"FAMILIAR";"GLP"
"GGM6807";"2011";"AZUL";"5";"56924.00000";"Tata";"Telco";"DESCAPOTABLES";"DIESEL"
"LZR3629";"2001";"AZUL";"5";"95848.00000";"Tata";"Telco";"LUJO";"GASOLINA"
"QZY7871";"2008";"AZUL";"7";"40785.00000";"Tata";"Telco";"MONOVOLÚMENES";"GASOLINA"
"LIK1062";"2001";"AZUL";"5";"8377.00000";"Tata";"Telco";"COMPACTA";"ELÉCTRICO"
"PIV1139";"2018";"AZUL";"5";"79874.00000";"Tata";"Telco";"MINI";"HIDRÓGENO"
"YGM6583";"2003";"AZUL";"5";"66490.00000";"Tata";"Sumo";"FAMILIAR";"HIDRÓGENO"
"HCM2329";"2002";"AZUL";"5";"66119.00000";"Tata";"Sumo";"FAMILIAR";"HIDRÓGENO"
"XPD1057";"2010";"AZUL";"5";"22765.00000";"Tata";"Sumo";"DESCAPOTABLES";"GASOLINA"
"WWR9377";"2012";"AZUL";"5";"3776.00000";"Tata";"Sumo";"MEDIANA";"DIESEL"
"SWE2623";"2019";"AZUL";"5";"27368.00000";"Tata";"Safari";"LUJO";"HÍBRIDO"
"XMT3168";"2000";"AZUL";"5";"84366.00000";"Tata";"Safari";"SUV";"GN"
"ZLJ4111";"2008";"AZUL";"5";"42104.00000";"Tata";"Safari";"COMPACTA";"ELÉCTRICO"
"TUV7001";"2004";"AZUL";"5";"23148.00000";"Tata";"Safari";"DESCAPOTABLES";"GASOLINA"
"WUH1525";"2001";"AZUL";"5";"64110.00000";"Tata";"Safari";"FAMILIAR";"GN"
"OIX6241";"2012";"AZUL";"5";"59462.00000";"Tata";"Safari";"LUJO";"HIDRÓGENO"
"WNX1021";"2002";"AZUL";"5";"64526.00000";"Tata";"Safari";"FAMILIAR";"GN"
"LNG6564";"2003";"AZUL";"7";"76646.00000";"Tata";"Indica";"MONOVOLÚMENES";"GASOLINA"
"XAJ7544";"2015";"AZUL";"5";"96694.00000";"Tata";"Indica";"FAMILIAR";"GASOLINA"
"QBL1061";"2018";"AZUL";"7";"47285.00000";"Tata";"Indica";"MONOVOLÚMENES";"DIESEL"
"DEM1040";"2014";"AZUL";"7";"17339.00000";"Tata";"Indica";"MONOVOLÚMENES";"GN"
"TCG1018";"2011";"AZUL";"5";"79476.00000";"Tata";"Indica";"ECONÓMICA";"HIDRÓGENO"
"VGV3205";"2009";"AZUL";"5";"43533.00000";"Tata";"Indigo";"ECONÓMICA";"GASOLINA"
"LSH3570";"2020";"AZUL";"5";"28646.00000";"Tata";"Indigo";"LUJO";"ELÉCTRICO"
"FCX2257";"2019";"AZUL";"5";"81506.00000";"Tata";"Indigo";"MINI";"HÍBRIDO"
"CUP6426";"2011";"AZUL";"5";"69678.00000";"Tata";"Indigo";"MEDIANA";"GASOLINA"
"DUO4321";"2001";"AZUL";"7";"8280.00000";"Tata";"Indigo";"MONOVOLÚMENES";"GASOLINA"
"FBO7817";"2012";"AZUL";"9";"80918.00000";"Tata";"Indigo";"MONOVOLÚMENES";"DIESEL"
"BAZ8124";"2012";"AZUL";"7";"80724.00000";"Tata";"Indigo";"MONOVOLÚMENES";"DIESEL"
"SYO1034";"2013";"AZUL";"5";"36982.00000";"Tata";"Indigo";"MEDIANA";"GASOLINA"
"CYK3191";"2003";"AZUL";"5";"66736.00000";"Tata";"Grand Safari";"FAMILIAR";"HIDRÓGENO"
"CKV9155";"2001";"AZUL";"5";"17996.00000";"Tata";"Grand Safari";"SUV";"GN"
"YNU4411";"2008";"AZUL";"5";"96040.00000";"Tata";"Grand Safari";"LUJO";"ELÉCTRICO"
"OPG5910";"2017";"AZUL";"5";"69633.00000";"Tata";"Grand Safari";"MEDIANA";"GASOLINA"
"DGU1454";"2012";"AZUL";"5";"4694.00000";"Tata";"Grand Safari";"MEDIANA";"GN"
"OAN6363";"2015";"AZUL";"5";"18254.00000";"Tata";"Grand Safari";"SUV";"GN"
"MKN5846";"2019";"AZUL";"5";"26506.00000";"Tata";"Grand Safari";"LUJO";"HIDRÓGENO"
"PIV1131";"2003";"AZUL";"5";"68056.00000";"Tata";"Tl Pick Up";"MEDIANA";"HÍBRIDO"
"GIW4324";"2003";"AZUL";"7";"76666.00000";"Tata";"Tl Pick Up";"MONOVOLÚMENES";"GASOLINA"
"KXI9640";"2019";"AZUL";"5";"5597.00000";"Tata";"Tl Pick Up";"COMPACTA";"GLP"
"DXC7355";"2016";"AZUL";"5";"22145.00000";"Tata";"Tl Pick Up";"SUV";"ELÉCTRICO"
"PPF3776";"2014";"AZUL";"7";"62728.00000";"Tata";"Xenon Pick Up";"MONOVOLÚMENES";"HIDRÓGENO"
"UHB5262";"2005";"AZUL";"5";"80758.00000";"Tata";"Xenon Pick Up";"MINI";"HIDRÓGENO"
"MWW7159";"2002";"AZUL";"5";"65229.00000";"Tata";"Xenon Pick Up";"FAMILIAR";"GN"
"MUM1042";"2004";"AZUL";"5";"1379.00000";"Tata";"Xenon Pick Up";"FAMILIAR";"HÍBRIDO"
"IRL2511";"2005";"AZUL";"5";"2478.00000";"Tata";"Xenon Pick Up";"MEDIANA";"ELÉCTRICO"
"FDA7410";"2002";"AZUL";"5";"66332.00000";"Tata";"Xenon Pick Up";"FAMILIAR";"GLP"
"BRE9971";"2004";"AZUL";"5";"77795.00000";"Tata";"Xenon Pick Up";"ECONÓMICA";"DIESEL"
"IPY9775";"2005";"AZUL";"9";"2343.00000";"Tata";"Xenon Pick Up";"MONOVOLÚMENES";"ELÉCTRICO"
"PUE5243";"2006";"AZUL";"5";"37440.00000";"Tata";"Vista";"MEDIANA";"GASOLINA"
"UAQ2363";"2010";"AZUL";"7";"61.00000";"Tata";"Vista";"MONOVOLÚMENES";"HÍBRIDO"
"JPW6430";"2007";"AZUL";"5";"62607.00000";"Tata";"Vista";"LUJO";"ELÉCTRICO"
"YPD1054";"2003";"AZUL";"5";"22331.00000";"Tata";"Vista";"SUV";"ELÉCTRICO"
"VXA4139";"2018";"AZUL";"5";"26399.00000";"Tata";"Vista";"DESCAPOTABLES";"GLP"
"GTC3101";"2005";"AZUL";"5";"26698.00000";"Tata";"Vista";"LUJO";"HIDRÓGENO"
"NQO1033";"2011";"AZUL";"5";"55916.00000";"Tata";"Xenon";"DESCAPOTABLES";"ELÉCTRICO"
"JLB9416";"2014";"AZUL";"5";"17669.00000";"Tata";"Xenon";"MONOVOLÚMENES";"GASOLINA"
"QCP7563";"2014";"AZUL";"5";"40253.00000";"Tata";"Xenon";"COMPACTA";"HIDRÓGENO"
"XNU5110";"2013";"AZUL";"5";"6801.00000";"Tata";"Xenon";"COMPACTA";"HIDRÓGENO"
"DMB8056";"2006";"AZUL";"5";"28749.00000";"Tata";"Aria";"LUJO";"HÍBRIDO"
"UHF1734";"2019";"AZUL";"5";"36332.00000";"Tata";"Aria";"MEDIANA";"ELÉCTRICO"
"HPE1105";"2016";"AZUL";"7";"44889.00000";"Tata";"Aria";"MONOVOLÚMENES";"GASOLINA"
"IVC1126";"2010";"AZUL";"7";"71.00000";"Tata";"Aria";"MONOVOLÚMENES";"HÍBRIDO"
"BAZ8276";"2018";"AZUL";"5";"48794.00000";"Tata";"Aria";"MINI";"HÍBRIDO"
"JGE1092";"2009";"AZUL";"7";"98403.00000";"Tata";"Aria";"MONOVOLÚMENES";"HÍBRIDO"
